sha,date,tier,area,files,status,note,subject
0fb133ed39,2026-07-07,D,cpp+lua,32,,,Cleanup requires and hook to lua loading
1494a9978c,2026-07-07,D,cpp+lua,7,,,Chocobo racing packets/bindings
150d7cb6d6,2026-07-07,D,lua,1,,,[lua] Allow purchase of exp ring with voucher
6081d81522,2026-07-07,D,cpp+lua+sql,6,,,Cleanup old skillchain code
852d89ff9b,2026-07-07,D,lua,18,,,Move `Combat` folder outside `globals` folder
8f24765549,2026-07-07,D,lua+sql,2,,,Refactor Tiamat
a5e540db62,2026-07-07,D,lua,2,,,[lua] Stop Ul'hpemde from diving
e10c72ac99,2026-07-07,C,cpp,1,candidate,"applies cleanly, not yet built or reviewed",Prevent interruption during chainspell
059ac98622,2026-07-08,D,sql,1,,,Promyvion-Vahzl link/aggro audit
0868d148c9,2026-07-08,D,lua,12,,,Adjust starter mob attack to match retail damage
1e11ee9c45,2026-07-08,D,lua,1,,,Add Automaton Skills to !capallskills
1e5e6d049b,2026-07-08,D,sql,1,,,Update NPC sell prices to retail values
2f61c8fa48,2026-07-08,D,lua+mod,9,,,Attachment Burden Values
2f779f9a01,2026-07-08,D,cfg,1,blocked-client,"CLIENT_VER bump, never take while pinned",Bump client version July 2026 VU
6f5b60c3e7,2026-07-08,D,mod,1,,,Era Skillchain Module
72d5fbd05c,2026-07-08,D,lua,1,,,[lua] Don't lock Dhalmel Meat when not necessary
8dc35237e6,2026-07-08,D,lua+sql,8,,,Sky Respawn Timer Cleanup
acad0e8b44,2026-07-08,C,lua,1,conflict,does not apply cleanly onto 9e6f10c2fb,[lua] Fix Jakaka trigger function accessing nil
c410cacf43,2026-07-08,D,lua+sql,9,,,"Update Grand Wyrms, Add Revilers Helm"
e2880c6a41,2026-07-08,D,lua+sql,16,,,Audit some Arrows/Bolts `Additional effect: Elemental damage`
1075ee0e03,2026-07-09,C,sql,1,conflict,does not apply cleanly onto 9e6f10c2fb,Fix Bhaflau mismatched QMs
14be6366c0,2026-07-09,D,sql,1,,,[July 2026 VU] Cities NPC shifts
15a2b093c1,2026-07-09,D,sql,1,,,Shift NPCs up in Stellar Fulcrum
249ae3830f,2026-07-09,D,lua,4,blocked-client,"shifts zone text IDs, our client is pinned",[July 2026 VU] String shifts
25112ad6fe,2026-07-09,D,lua,29,,,Edit `calculateNullification()` to account for non-magical damage source
25da384ae3,2026-07-09,D,sql,1,,,[sql] Audit some synthesis content tags (501-550)
296ec74650,2026-07-09,C,sql,1,conflict,does not apply cleanly onto 9e6f10c2fb,Fix Wajaom mismatched QMs
2b14759cf4,2026-07-09,C,sql,1,conflict,does not apply cleanly onto 9e6f10c2fb,Fix Uggalepih mismatched QMs
2ff4e39008,2026-07-09,C,lua,4,conflict,does not apply cleanly onto 9e6f10c2fb,Convert Rubbish Day to IF / Fix Compatability Events
3855c78e96,2026-07-09,D,lua,1,,,Tiamat Mighty Strikes Bugfix
3949d478e2,2026-07-09,D,mod,1,,,Mog House Exit Event Module
4366bb16a6,2026-07-09,C,lua+sql,2,content-queued,see content_queue.csv; new_text_keys=1; applies_clean=no,Fix Yhoator mismatched QMs
492c86ab6f,2026-07-09,D,sql,2,,,Temenos entities rework
4d311b479d,2026-07-09,D,lua,1,,,[July 2026 VU] Disable level correction in Stellar Fulcrum
5e018a4779,2026-07-09,D,sql,1,,,Phantom Gem Box NPC in cities
63812beca3,2026-07-09,D,cpp+lua+sql,8,,,[cpp][sql][lua] Add Neutral region control
66197fbad0,2026-07-09,D,lua,12,,,Make mob spikes use their own spikes global system
6aab1e5994,2026-07-09,D,lua+sql,3,,,Add Mandragora / Sabotender Photosynthesis
6d1a597101,2026-07-09,C,lua,1,candidate,"applies cleanly, not yet built or reviewed",Fix Tateeya Attachment Trade
7a055dc19f,2026-07-09,D,lua,25,,,Convert `Excalibur` to new AE system and normalize parameters
81d17575e0,2026-07-09,D,sql,1,,,Content Tag some NPCs
89c3abef4f,2026-07-09,D,lua,17,,,Kill `finalMagicNonSpellAdjustments()`
ad00b54ec2,2026-07-09,D,lua,29,,,Edit `calculateAbsorption()` to account for non-magical damage sources
b0efbca15b,2026-07-09,C,sql,1,conflict,does not apply cleanly onto 9e6f10c2fb,Fix SGusta mismatched QMs
b4f0d85a64,2026-07-09,D,sql,3,,,[July 2026 VU] New items
bc0a41c69a,2026-07-09,D,sql,3,,,New mobs in Stellar Fulcrum
bfe844b369,2026-07-09,C,sql,1,conflict,does not apply cleanly onto 9e6f10c2fb,Fix Jugner mismatched QMs
cc544e832d,2026-07-09,D,cpp+lua,16,,,Toteboard packets
ccd146cd1a,2026-07-09,D,cpp,1,,,Bump constexpr steps limit for clang builds
e5a496c50f,2026-07-09,D,lua,1,,,Adjust guild initial stocks
f38a1c5106,2026-07-09,C,sql,1,candidate,"applies cleanly, not yet built or reviewed",Correct HQ results for Cherry Muffin Recipe
f5f660bb21,2026-07-09,D,lua,1,,,Tweak guild shops target stock
f64a9b34a5,2026-07-09,D,lua,1,,,Tweak Leather guild shop initial stock
040b72b608,2026-07-10,D,lua,14,,,[lua] Rename mob files to match SQL
10cf025104,2026-07-10,D,sql,1,,,Faf/Nidhogg removal of immunities in SQL
1342b15f2b,2026-07-10,C,lua,3,conflict,does not apply cleanly onto 9e6f10c2fb,Xolotl Bug Fixes
23188affbe,2026-07-10,D,lua,2,,,Update Knight Crabs and KA to always Aggro
24e0a479ce,2026-07-10,D,cpp+lua,2,,,Apply cooldown to Blood Pact on paralyze proc
250a16a337,2026-07-10,C,lua,1,conflict,does not apply cleanly onto 9e6f10c2fb,Fix RSE Quest Dialogue
276039e2bf,2026-07-10,D,cpp,2,,,Reject lockstyle if item can't be equipped / has wrong skill type
37ceb569d8,2026-07-10,D,lua,4,,,Tweak flaky tests
4193cadd0d,2026-07-10,D,mod,2,,,Update `calculateAbsorbtion` and `calcullateNullification` in modules
43688b4157,2026-07-10,D,sql,1,,,[sql] Adds content tags to Abyssea mobs
449d422eb2,2026-07-10,D,lua,1,,,Add TP Clamp to Aftermath handler
537b17e0ad,2026-07-10,C,sql,1,conflict,does not apply cleanly onto 9e6f10c2fb,Friars Lantern no standback fix
5636a9ca0d,2026-07-10,C,sql,1,conflict,does not apply cleanly onto 9e6f10c2fb,Fix Wajaom Tablet models
66a1cf00b1,2026-07-10,D,mod,1,,,[sql][module] Adds module to revert Tiamat to drop Herald's Gaiters
6c814f7b5d,2026-07-10,D,cpp,1,,,Unequip linkshell and rebind new when changing item during promotion
6e462ea3ca,2026-07-10,D,cpp,1,,,Log item name and ID when a locked trade happens
6faf88039e,2026-07-10,C,mod+sql,6,conflict,does not apply cleanly onto 9e6f10c2fb,"[sql, lua][module] Fix ToAU/era merit ability recast bugs"
754b27b4a3,2026-07-10,C,lua,1,conflict,does not apply cleanly onto 9e6f10c2fb,Fix bolts addEffect typo
791af1b250,2026-07-10,D,lua,1,,,Bandaid: Blue spell ecosystem being nil
861383ecf4,2026-07-10,D,cpp+lua,2,,,Single message on paralyze proc
9344a4348e,2026-07-10,C,lua,2,conflict,does not apply cleanly onto 9e6f10c2fb,Fix Ifrit's TP spells
997d2d5663,2026-07-10,C,mod,1,conflict,does not apply cleanly onto 9e6f10c2fb,Fix PUP Module Repair Message
9efb5449b4,2026-07-10,D,lua+sql,11,content-queued,see content_queue.csv; new_text_keys=0; applies_clean=no,Remove duplicate QM logic in Zilart King scripts
a25adffece,2026-07-10,C,lua,3,conflict,does not apply cleanly onto 9e6f10c2fb,Zoredonite Bug Fixes
a828ff707d,2026-07-10,A,lua,1,adopted,in verified batch 2026-08-21; build + 264/264 tests pass,Cap crystal trade overflow conquest points to 1000
a87b0dbefa,2026-07-10,C,sql,1,conflict,does not apply cleanly onto 9e6f10c2fb,Friars Lantern (no grow) job fix
b9e43e6809,2026-07-10,D,lua+sql,2,,,Update Seiryi to WAR/RDM
bb490d3e07,2026-07-10,D,lua+mod,5,,,Update modules combat folder location and structure
bb8bbc0042,2026-07-10,D,cpp,7,,,Reject lockstyle if item is no longer owned
c76adfe30f,2026-07-10,C,lua,1,candidate,"applies cleanly, not yet built or reviewed",Fix maat testimony check
cb3466db14,2026-07-10,D,cpp,1,,,Handle TOTD despawning differently in sleeping zones
cbea124907,2026-07-10,C,sql,1,conflict,does not apply cleanly onto 9e6f10c2fb,Fix Kuftal Rock always being down
cc658b5923,2026-07-10,D,sql,2,,,[sql] Adds mob pool for Seethers in regular Promy zones
d05a9d8aae,2026-07-10,C,sql,1,conflict,does not apply cleanly onto 9e6f10c2fb,Fix Porphyrion Mob Family
d7d0f4fa8d,2026-07-10,C,sql,1,conflict,does not apply cleanly onto 9e6f10c2fb,Fix Crimson Pawberry QM and Toppi-Meppi Content Tag
da6e3e05bb,2026-07-10,C,lua,1,candidate,"applies cleanly, not yet built or reviewed",Fix Wyrm Draw-in Location
e772cd2c97,2026-07-10,D,lua+sql,3,,,King Arthro adjustments
f976d4150e,2026-07-10,D,lua,15,,,[lua] Audit CoP 1-1 and Transport events
0129055a23,2026-07-11,D,lua+sql,2,,,Enable Hocho in guild shops
022a51cdfa,2026-07-11,D,sql,1,,,Content Tags
0a6004fd61,2026-07-11,D,cpp+lua,32,,,Port Weather and SpawnType to YAML based enums
0d787f284a,2026-07-11,D,cpp+lua,15,,,Port RoamFlag to YAML based enum
1109fe03ba,2026-07-11,D,lua+sql,2,,,Tweak Wahnid guild shop restocks
14bcb059c9,2026-07-11,D,lua+sql,13,,,[lua] Add Ra'Kaznar elevators
18d662bd7a,2026-07-11,D,lua,1,,,Reorder Hagakoff shop and check for Candescence
19859722be,2026-07-11,D,lua+sql,6,content-queued,see content_queue.csv; new_text_keys=2; applies_clean=no,Audit Konchtat Highlands ??? npcs and associated quests
1e3fcf944b,2026-07-11,D,cpp+lua,13,,,Port ZoneType to YAML based enum
1f0ab1815b,2026-07-11,C,sql,1,conflict,does not apply cleanly onto 9e6f10c2fb,Fix Wajaom NPC stray position
263a707e31,2026-07-11,D,lua+mod,27,,,[lua][module] Adds modules to rework many vendor stocks
29587c0c6b,2026-07-11,D,lua,1,,,Add back missing parameter to status AEs deleted on accident
2f21b285f2,2026-07-11,D,cpp+lua,27,,,Port ZoneMisc to YAML based enum
42fdeed3aa,2026-07-11,D,cpp,1,,,[C++] Set all mobs to deaggro on m_Locked
4aadfe2ddb,2026-07-11,C,mod,1,conflict,does not apply cleanly onto 9e6f10c2fb,PUP Era Module Bug Fixes
4e7bf67d10,2026-07-11,D,lua,11,,,"[lua] Event Audit: ToAU gates, Sandy 1-2, and THF AF3"
55014f2d0b,2026-07-11,C,lua,1,candidate,"applies cleanly, not yet built or reviewed",Fix Automaton Healing Calculations
56d2e7bc07,2026-07-11,C,lua+sql,5,conflict,does not apply cleanly onto 9e6f10c2fb,Fix Alzadaal QMs
58e2ef896e,2026-07-11,D,cpp+lua,48,skip-large,"48 files, structural",Port SkillType to YAML based enum
59091656d2,2026-07-11,D,lua+sql,3,content-queued,see content_queue.csv; new_text_keys=1; applies_clean=no,Document Upper Delkfutts Tower Key ??? npc
6223d51e06,2026-07-11,D,lua,1,,,[lua] Remove city chocobo sound on event
699d97010e,2026-07-11,C,sql,1,conflict,does not apply cleanly onto 9e6f10c2fb,[sql] Maze of Shakhrami position fixes
7371778b01,2026-07-11,D,cpp+lua,13,,,Port Immunity to YAML based enum
7c0540d90d,2026-07-11,D,lua,3,,,[lua] Block teleports while mounted
7e7aa2d57b,2026-07-11,D,sql,1,,,Make Beach Pugils not link
8178fcb358,2026-07-11,D,lua,1,,,[lua] Reset mission status of failed Windurst 2-2
9757ca7525,2026-07-11,D,cpp+lua,17,,,Port Behavior to YAML based enum
9eb69b546c,2026-07-11,D,cpp,2,,,Remove unused CNpcEntity::hpHidden
b2924f950b,2026-07-11,D,cpp+sql,2,,,Bump NPC script name column to 64 chars
bf441f5253,2026-07-11,C,sql,2,conflict,does not apply cleanly onto 9e6f10c2fb,Fix 7-2 Orcs Wyvern
c089626913,2026-07-11,C,lua,2,candidate,"applies cleanly, not yet built or reviewed",Fix Oztroja trap door timing
c0a29c8b82,2026-07-11,C,lua,1,candidate,"applies cleanly, not yet built or reviewed",[lua] Fix bug in Phuabo deaggro
c1b430a99f,2026-07-11,D,lua,1,,,Tweak fishing guild shops
c1e9145136,2026-07-11,D,sql,1,,,Valor and Honor spawn point
cb35499538,2026-07-11,D,lua,1,,,Tweak Bornahn supply
e06e433097,2026-07-11,C,sql,1,conflict,does not apply cleanly onto 9e6f10c2fb,Fix the base sell values of 11 more items. (#10621)
e1def3711c,2026-07-11,D,cpp,1,,,[cpp] Adds extra logging for ITEM_TRANSFER packet on reserved items
e5558d59bd,2026-07-11,C,lua,1,candidate,"applies cleanly, not yet built or reviewed",Delete KIs at the correct prog for Early Bird Catches the Bookworm
e9af421f99,2026-07-11,D,cpp,16,,,Port NameVis and EntityFlags to YAML based enums
e9eca07d85,2026-07-11,C,lua,1,conflict,does not apply cleanly onto 9e6f10c2fb,Fix Tutorial Quest Step 10 Copper A.M.A.N. Voucher reward
eb8aad55b6,2026-07-11,D,lua,1,,,Rewrite freshly summoned pet logic's return pos
f45a5b901e,2026-07-11,D,lua,1,,,Require Astral Cadescence for certain shop items
f492c0b74c,2026-07-11,D,cpp+lua,8,,,Port Detects to YAML based enum
f9d8828dbe,2026-07-11,D,lua,1,,,Add Superlink to Kindred Spirits
fd48af3475,2026-07-11,D,cpp+tools,5,,,Move enum_traits.h to common for cross-module enum use
ffb1ec6e60,2026-07-11,D,lua,1,,,Force Nin unlock leeches to aggro/claim on spawn
1536315932,2026-07-12,D,lua,1,,,Adjust Maat Mnk's accuracy
159a3576f8,2026-07-12,C,lua,1,conflict,does not apply cleanly onto 9e6f10c2fb,[lua] Kill tiger in the correct amount of time
1efae911cf,2026-07-12,B,cpp+lua,3,adopted,in verified batch 2026-08-21; build + 264/264 tests pass,[core] [lua] add getUnkillable to lua bindings
29bdb5342f,2026-07-12,C,sql,1,conflict,does not apply cleanly onto 9e6f10c2fb,Fix Windurst 6-1 Cardians linking
2c729a3bde,2026-07-12,C,lua,5,content-queued,see content_queue.csv; new_text_keys=5; applies_clean=no,"[lua] Fix quest getMustZone, Bastok Mom quests, Konschtat signposts"
4e9c03205c,2026-07-12,D,sql,1,,,Update some bunnies to have stealable meat
5b59cfc2ff,2026-07-12,D,lua+mod,2,,,"Rewrite ""Mom the adventurer"" and cleanup associated module"
5cb594e512,2026-07-12,D,lua+sql,2,,,Gil adjustment for Cargo Crab Colin
605f295f8a,2026-07-12,C,cpp,1,candidate,"applies cleanly, not yet built or reviewed",Fix caster check in mob utils
6695a94e32,2026-07-12,C,cpp+lua+mod,7,conflict,does not apply cleanly onto 9e6f10c2fb,Fix Rampart Magic Shield absorbing physical damage.
6d56c36370,2026-07-12,D,sql,1,,,Update normal rabbits to be warriors
7f92e6bdee,2026-07-12,C,cpp,1,candidate,"applies cleanly, not yet built or reviewed",Fix player transport sending target to HP instead of location
952f91f83f,2026-07-12,D,sql,1,,,Update Ghrahs to war main blm sub
9bb70605eb,2026-07-12,D,cpp,6,,,[cpp] Add hidden option for event
9fc7761ff8,2026-07-12,B,cpp,1,conflict,does not apply cleanly onto 9e6f10c2fb,[core] Adjust magic state interrupt
b2cd6f79e9,2026-07-12,C,lua,5,conflict,does not apply cleanly onto 9e6f10c2fb,"Rewrite ""A flash in the pan"" and other minor fixes"
c3d3d8fe1b,2026-07-12,D,lua,1,,,Add Bind to Mountain Buster
cbbf0f2121,2026-07-12,C,lua+sql,5,content-queued,see content_queue.csv; new_text_keys=0; applies_clean=no,Fix Valley of Sorrows QMs
cbf05f3163,2026-07-12,B,cpp,2,conflict,does not apply cleanly onto 9e6f10c2fb,[core] Don't do silly calculations for no reason for base delay
dc07afb62e,2026-07-12,D,lua,1,,,Tweak Curry Powder and Sabiki Rig guild shop prices
e3b014a206,2026-07-12,B,cpp,1,adopted,adopted with tweak: xi::StatusEffect::Seigan -> EFFECT_SEIGAN,[core] Reduce Third Eye merit recast reduction by half with Seigan
f0db19a151,2026-07-12,C,cpp+lua,5,conflict,does not apply cleanly onto 9e6f10c2fb,Fix Maidens Virelai
0164ed8eb2,2026-07-13,D,lua,5,blocked-client,"shifts zone text IDs, our client is pinned",Convert some raw entity IDs to GetFirstID() methods
0dfda321ca,2026-07-13,B,cpp,1,conflict,does not apply cleanly onto 9e6f10c2fb,[core] change resetDelay to use setDelay of base delay
0eedb73ce7,2026-07-13,D,lua,1,,,Remove Extra Hits TP from Meikyo Shisui
233c459d95,2026-07-13,C,lua,8,conflict,does not apply cleanly onto 9e6f10c2fb,Fix KS99 Wyrm No Miss
2976131650,2026-07-13,D,cpp,1,,,Do not block REQSUBMAPNUM while in CS
29ffa41366,2026-07-13,D,lua,47,skip-large,"47 files, structural",Convert Call of the Wildcat to IF
2ead23a552,2026-07-13,D,lua+sql,5,,,Sandy 6-2 Audits
40823b40eb,2026-07-13,D,lua,17,,,"Create a separate mixin for ""sleep at night"" behavior and apply it"
4c14424658,2026-07-13,D,cpp,4,,,Deny zoning with rental chocobo to non-riding zones
65d535d363,2026-07-13,D,lua+sql,233,skip-large,"233 files, structural",[lua][sql] Create Expeditionary Force mobs and enable zones
67aba7c85a,2026-07-13,D,lua,23,,,Cleanup stoneskin handling and usage
6c642ed975,2026-07-13,C,lua+sql,6,conflict,does not apply cleanly onto 9e6f10c2fb,Fix SMN BP TP Consumption
8d9b1f9537,2026-07-13,C,lua,1,conflict,does not apply cleanly onto 9e6f10c2fb,Fix Queen Jelly HP
955f48f7c6,2026-07-13,D,sql,2,,,[sql] Update Expeditionary Force models and skills
a50872d468,2026-07-13,D,cpp+mod,4,,,Rename ZoneMisc::AuctionHouse
bb07bae2b0,2026-07-13,D,lua,2,adopted,content ported 2026-08-21; IDs.lua text kept ours; 265/265 tests,Enable Bostaunieux trap doors
c08fbb3d9e,2026-07-13,D,cfg+cpp+lua,5,,,Add settings to Mog House settings
ca810e6ab2,2026-07-13,D,lua+sql,2,,,Khaf Jhifanm shop accounts for Candescence
d38fa1454f,2026-07-13,D,cpp+lua+sql,18,,,Fence rendering culling; Domain Invasion POC
d6a7795a21,2026-07-13,D,lua+sql,10,,,[chore] Restore Ra'Kaznar elevator retail names
dad9c143f5,2026-07-13,D,lua+sql,2,,,Adjust guild stocks
db37e3d4ca,2026-07-13,D,lua+sql,9,,,Sandy 7-1 and 7-2 Audits
e531c00c3c,2026-07-13,C,lua,1,candidate,"applies cleanly, not yet built or reviewed",Correct flags for Windurst 9-2 final CS in Walls
15b9686b8d,2026-07-14,D,other,1,,,[ci] Remove built exes from build cache
1600c6ba9e,2026-07-14,D,lua,57,content-queued,see content_queue.csv; new_text_keys=0; applies_clean=no,[lua] Move fomorParty superlink to onMobInit
3edc447413,2026-07-14,C,lua+sql,3,conflict,does not apply cleanly onto 9e6f10c2fb,ZM4 Fixes and Audits
5b4079d940,2026-07-14,D,lua,3,,,[lua] Add in store tp merit to tp return calcs
5f527fe6a4,2026-07-14,C,lua,1,candidate,"applies cleanly, not yet built or reviewed",Fix Ark Angel MR Pet Respawn
633cd2488f,2026-07-14,C,sql,1,conflict,does not apply cleanly onto 9e6f10c2fb,Mamool Ja's Lizard Fix
710cb5faec,2026-07-14,C,lua,1,conflict,does not apply cleanly onto 9e6f10c2fb,[lua] Fix Chi Blast Boost multiplier
75dc4a99a8,2026-07-14,B,cpp,1,conflict,does not apply cleanly onto 9e6f10c2fb,[core] Allow Blink/Utsusemi to negate knockback
853fdfe3eb,2026-07-14,D,cpp,1,,,[C++] Hide player from own events when marked hidden
89720a8900,2026-07-14,B,cfg+cpp,5,adopted,in verified batch 2026-08-21; build + 264/264 tests pass,[core] Add setting to hide readies target id
8b640c8829,2026-07-14,D,cpp,1,,,Tighten job change checks
8bcd3b16ee,2026-07-14,D,lua,4,content-queued,see content_queue.csv; new_text_keys=3; applies_clean=yes,Add Goblin Footprint in RuAun
8c8d4bd08c,2026-07-14,D,lua,1,,,Add Music to Pirates
8d194cb073,2026-07-14,D,lua,3,,,Harden Promy Vahzl Boss Engage
b24f30f1d4,2026-07-14,D,cpp,2,,,Change Pet getMobHP() to int32
b4ddbea641,2026-07-14,B,cpp,1,conflict,does not apply cleanly onto 9e6f10c2fb,[core] Skip grid check on UpdateEntityPacket for always relevant npc
b89977cdc1,2026-07-14,D,lua+sql,6,,,Add Final Roll to Pulling the Strings
c8e204cb2e,2026-07-14,C,sql,3,conflict,does not apply cleanly onto 9e6f10c2fb,"Add Content Tags, Fix Apex Drifer Mob Group"
cb20325964,2026-07-14,D,lua,1,,,Audit Suzaku res
d311881879,2026-07-14,D,sql,2,,,MNK/PUP Mob Weapon Delay Audits (#10693)
d37bea4ccd,2026-07-14,D,lua,24,,,Damaging AEs: Rename `isRanged` to `ignoreEnSpell` & apply to Excalibur
d797d2ba25,2026-07-14,D,cfg+cpp,2,,,Add era Counterstance DEF behind USE_OLD_COUNTERSTANCE
dfa6718450,2026-07-14,D,lua,7,,,[lua] Restrict xp in Eco-Warrior and Garrison
ea9b68dfbf,2026-07-14,C,lua,8,conflict,does not apply cleanly onto 9e6f10c2fb,Various item blocking fixes
f6cdfdca25,2026-07-14,C,lua+sql,4,conflict,does not apply cleanly onto 9e6f10c2fb,Fix Den of Rancor QMs
0f32dd99aa,2026-07-15,C,sql,1,candidate,"applies cleanly, not yet built or reviewed",Correct Killer Effects on Items
14b9e50805,2026-07-15,D,lua,12,,,"[lua] Ominous Cloud enums, add missing pouch luas"
1c4b1d2906,2026-07-15,D,lua,2,,,Remove `Server Variable` usage from Awaerns and Ixaern
2afa9aa4b6,2026-07-15,C,lua,1,conflict,does not apply cleanly onto 9e6f10c2fb,Fix teleport spells
2b09985334,2026-07-15,C,lua,1,conflict,does not apply cleanly onto 9e6f10c2fb,[lua] fix mob ranged fSTR lower bounds
42dd4e6169,2026-07-15,C,lua+sql,5,conflict,does not apply cleanly onto 9e6f10c2fb,"[sql, lua] Fix Windurs 6-1 Jack Cardians"
43c2a77f42,2026-07-15,D,lua,1,,,[lua] Change Sunsand must zone check to ~= 0
4685cb369b,2026-07-15,C,lua,1,candidate,"applies cleanly, not yet built or reviewed",Faust Aggro Fixes
4b6a2577ab,2026-07-15,D,lua,1,,,[lua] Add missing 10th point to Morion Worm QM
694cd7925b,2026-07-15,D,sql,1,,,[sql] Adjust South Gustaberg QMs to match retail
8076914c5a,2026-07-15,D,lua,1,,,[lua] Adjust BLU quest tradehas order to not lock item accidentally
8fd3720877,2026-07-15,D,lua,1,,,Update SMN Maat's defenses
92b8c80020,2026-07-15,D,sql,1,,,Remove Castle Zvahl Baileys Music
958b30275d,2026-07-15,D,lua,7,,,Minor Garden of Ruhmet cleanup
